app_version,task_id,user_id,date,date_hour,time_spent_seconds,tasks_completed_at_dropout,rating
A,Task 2,92f6abca-4901-46e2-8da6-7989cf2bb09b,20260411.0,2026041101.0,82.2,8,5
A,Task 3,92f6abca-4901-46e2-8da6-7989cf2bb09b,20260411.0,2026041101.0,30.86,8,5
A,Task 4,92f6abca-4901-46e2-8da6-7989cf2bb09b,20260411.0,2026041101.0,104.81,8,5
A,Task 5,92f6abca-4901-46e2-8da6-7989cf2bb09b,20260411.0,2026041101.0,12.68,8,5
A,Task 6,92f6abca-4901-46e2-8da6-7989cf2bb09b,20260411.0,2026041101.0,12.99,8,5
A,Task 7,92f6abca-4901-46e2-8da6-7989cf2bb09b,20260411.0,2026041101.0,18.96,8,5
A,Task 8,92f6abca-4901-46e2-8da6-7989cf2bb09b,20260411.0,2026041101.0,16.41,8,5
B,Task 3,991c3ef0-ab9a-47a5-acf8-3ded91db2bf1,20260413.0,2026041310.0,27.67,8,2
B,Task 1,991c3ef0-ab9a-47a5-acf8-3ded91db2bf1,20260413.0,2026041311.0,6.92,8,2
B,Task 8,991c3ef0-ab9a-47a5-acf8-3ded91db2bf1,20260413.0,2026041311.0,32.8,8,2
B,Task 7,991c3ef0-ab9a-47a5-acf8-3ded91db2bf1,20260413.0,2026041313.0,5.01,8,2
B,Task 5,991c3ef0-ab9a-47a5-acf8-3ded91db2bf1,20260413.0,2026041318.0,561.25,8,2
B,Task 4,991c3ef0-ab9a-47a5-acf8-3ded91db2bf1,20260413.0,2026041320.0,141.25,8,2
B,Task 2,991c3ef0-ab9a-47a5-acf8-3ded91db2bf1,20260414.0,2026041413.0,1207.19,8,2
B,Task 6,991c3ef0-ab9a-47a5-acf8-3ded91db2bf1,20260415.0,2026041508.0,55.68,8,2
B,Task 1,a25299df-e385-4bbe-a00d-670c806c0416,20260412.0,2026041222.0,6.73,1,4
B,Task 1,a5c1d3a5-0f3f-4aca-8469-0e6e44ffe292,20260406.0,2026040608.0,11.44,3,3
B,Task 3,a5c1d3a5-0f3f-4aca-8469-0e6e44ffe292,20260406.0,2026040613.0,26.53,3,3
B,Task 2,a5c1d3a5-0f3f-4aca-8469-0e6e44ffe292,20260408.0,2026040810.0,94.17,3,3
B,Task 1,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,29.73,10,2
B,Task 2,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,1155.39,10,2
B,Task 3,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,29.38,10,2
B,Task 4,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,359.06,10,2
B,Task 5,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,532.33,10,2
B,Task 6,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,251.83,10,2
B,Task 7,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,58.95,10,2
B,Task 8,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,29.58,10,2
B,Task 9,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,26.43,10,2
B,Task 10,a68893f3-71a3-45b7-934f-d6d5217313c2,20260410.0,2026041019.0,45.23,10,2
A,Task 1,a6f94c94-a3bf-45a0-94f0-fd16c304661a,20260413.0,2026041311.0,5.79,5,5
A,Task 2,a6f94c94-a3bf-45a0-94f0-fd16c304661a,20260413.0,2026041311.0,26.88,5,5
A,Task 3,a6f94c94-a3bf-45a0-94f0-fd16c304661a,20260413.0,2026041311.0,8.26,5,5
A,Task 4,a6f94c94-a3bf-45a0-94f0-fd16c304661a,20260413.0,2026041311.0,20.06,5,5
A,Task 5,a6f94c94-a3bf-45a0-94f0-fd16c304661a,20260413.0,2026041311.0,21.01,5,5
B,Task 5,a78fc5c9-093b-4ffb-b81c-96e0fcc620c6,20260407.0,2026040710.0,14.29,5,1
B,Task 1,a78fc5c9-093b-4ffb-b81c-96e0fcc620c6,20260407.0,2026040712.0,125.19,5,1
B,Task 2,a78fc5c9-093b-4ffb-b81c-96e0fcc620c6,20260407.0,2026040715.0,114.15,5,1
B,Task 4,a78fc5c9-093b-4ffb-b81c-96e0fcc620c6,20260407.0,2026040720.0,113.19,5,1
B,Task 3,a78fc5c9-093b-4ffb-b81c-96e0fcc620c6,20260408.0,2026040816.0,37.37,5,1
B,Task 1,ad8702fd-ae56-4176-8713-6c56c6b90bde,20260412.0,2026041208.0,76.1,7,3
B,Task 3,ad8702fd-ae56-4176-8713-6c56c6b90bde,20260412.0,2026041208.0,9.51,7,3
B,Task 2,ad8702fd-ae56-4176-8713-6c56c6b90bde,20260412.0,2026041214.0,32.41,7,3
B,Task 7,ad8702fd-ae56-4176-8713-6c56c6b90bde,20260412.0,2026041214.0,59.98,7,3
B,Task 5,ad8702fd-ae56-4176-8713-6c56c6b90bde,20260412.0,2026041221.0,28.99,7,3
B,Task 6,ad8702fd-ae56-4176-8713-6c56c6b90bde,20260412.0,2026041222.0,268.8,7,3
B,Task 4,ad8702fd-ae56-4176-8713-6c56c6b90bde,20260414.0,2026041408.0,248.8,7,3
A,Task 1,b0a8979f-b927-48d1-ab5a-96c3346fd576,20260406.0,2026040617.0,19.84,1,5
A,Task 10,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041310.0,14.81,11,5
A,Task 5,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041312.0,115.45,11,5
A,Task 9,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041312.0,21.11,11,5
A,Task 1,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041313.0,17.44,11,5
A,Task 6,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041314.0,5.01,11,5
A,Task 11,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041316.0,179.44,11,5
A,Task 2,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041317.0,21.85,11,5
A,Task 3,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041318.0,7.37,11,5
A,Task 7,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041318.0,14.38,11,5
A,Task 4,b272e368-a3ff-4e41-b589-6e13321129e2,20260413.0,2026041322.0,71.74,11,5
A,Task 8,b272e368-a3ff-4e41-b589-6e13321129e2,20260415.0,2026041521.0,145.09,11,5
B,Task 1,b9fd3906-a45c-4c5f-845f-0d106a51e505,20260411.0,2026041108.0,18.46,8,1
B,Task 2,b9fd3906-a45c-4c5f-845f-0d106a51e505,20260411.0,2026041109.0,24.25,8,1
B,Task 7,b9fd3906-a45c-4c5f-845f-0d106a51e505,20260411.0,2026041111.0,19.76,8,1
B,Task 8,b9fd3906-a45c-4c5f-845f-0d106a51e505,20260411.0,2026041112.0,5.01,8,1
B,Task 4,b9fd3906-a45c-4c5f-845f-0d106a51e505,20260411.0,2026041115.0,5.01,8,1
B,Task 5,b9fd3906-a45c-4c5f-845f-0d106a51e505,20260411.0,2026041117.0,46.72,8,1
B,Task 3,b9fd3906-a45c-4c5f-845f-0d106a51e505,20260411.0,2026041122.0,26.7,8,1
B,Task 6,b9fd3906-a45c-4c5f-845f-0d106a51e505,20260413.0,2026041317.0,5.01,8,1
B,Task 7,be32938a-1289-4605-b608-983856893e60,20260407.0,2026040709.0,20.51,10,3
B,Task 10,be32938a-1289-4605-b608-983856893e60,20260407.0,2026040714.0,68.1,10,3
B,Task 8,be32938a-1289-4605-b608-983856893e60,20260407.0,2026040716.0,15.08,10,3
B,Task 1,be32938a-1289-4605-b608-983856893e60,20260407.0,2026040717.0,74.49,10,3
B,Task 9,be32938a-1289-4605-b608-983856893e60,20260407.0,2026040717.0,83.13,10,3
B,Task 2,be32938a-1289-4605-b608-983856893e60,20260407.0,2026040720.0,29.72,10,3
B,Task 4,be32938a-1289-4605-b608-983856893e60,20260407.0,2026040720.0,223.96,10,3
B,Task 6,be32938a-1289-4605-b608-983856893e60,20260407.0,2026040720.0,869.89,10,3
B,Task 3,be32938a-1289-4605-b608-983856893e60,20260407.0,2026040722.0,5.01,10,3
B,Task 5,be32938a-1289-4605-b608-983856893e60,20260409.0,2026040918.0,13.78,10,3
A,Task 1,c1d66a60-6d8f-435e-8416-80cc970e99bd,20260413.0,2026041316.0,34.87,8,5
A,Task 2,c1d66a60-6d8f-435e-8416-80cc970e99bd,20260413.0,2026041316.0,290.38,8,5
A,Task 3,c1d66a60-6d8f-435e-8416-80cc970e99bd,20260413.0,2026041316.0,9.58,8,5
A,Task 4,c1d66a60-6d8f-435e-8416-80cc970e99bd,20260413.0,2026041316.0,82.76,8,5
A,Task 5,c1d66a60-6d8f-435e-8416-80cc970e99bd,20260413.0,2026041316.0,5.67,8,5
A,Task 6,c1d66a60-6d8f-435e-8416-80cc970e99bd,20260413.0,2026041316.0,57.71,8,5
A,Task 7,c1d66a60-6d8f-435e-8416-80cc970e99bd,20260413.0,2026041316.0,16.51,8,5
A,Task 8,c1d66a60-6d8f-435e-8416-80cc970e99bd,20260413.0,2026041316.0,38.6,8,5
A,Task 1,c4730790-cd0d-4b7d-b7c3-1ea927d4ca81,20260406.0,2026040617.0,64.9,1,4
A,Task 1,ce9bfc46-a294-49fc-9f80-6fd29c5904e3,20260406.0,2026040608.0,15.69,8,5
A,Task 5,ce9bfc46-a294-49fc-9f80-6fd29c5904e3,20260406.0,2026040610.0,32.47,8,5
A,Task 2,ce9bfc46-a294-49fc-9f80-6fd29c5904e3,20260406.0,2026040612.0,72.02,8,5
A,Task 3,ce9bfc46-a294-49fc-9f80-6fd29c5904e3,20260406.0,2026040612.0,24.93,8,5
A,Task 4,ce9bfc46-a294-49fc-9f80-6fd29c5904e3,20260406.0,2026040615.0,146.55,8,5
A,Task 8,ce9bfc46-a294-49fc-9f80-6fd29c5904e3,20260406.0,2026040615.0,8.87,8,5
A,Task 6,ce9bfc46-a294-49fc-9f80-6fd29c5904e3,20260406.0,2026040617.0,5.01,8,5
A,Task 7,ce9bfc46-a294-49fc-9f80-6fd29c5904e3,20260408.0,2026040816.0,14.33,8,5
A,Task 1,cefe9496-3a82-4b55-9c80-8c5939eb725b,20260406.0,2026040618.0,10.89,1,4
B,Task 1,d31d1806-41a7-4ea4-ba35-cec7699ed502,20260413.0,2026041309.0,12.16,3,2
B,Task 3,d31d1806-41a7-4ea4-ba35-cec7699ed502,20260413.0,2026041309.0,16.74,3,2
B,Task 2,d31d1806-41a7-4ea4-ba35-cec7699ed502,20260414.0,2026041416.0,27.33,3,2
A,Task 1,d7dfd347-a7b7-44ad-895e-6a222c28fff8,20260406.0,2026040617.0,27.93,1,4
A,Task 2,dad2e445-bc78-418e-8e87-8a74472ff0c0,20260412.0,2026041209.0,74.81,4,4
A,Task 1,dad2e445-bc78-418e-8e87-8a74472ff0c0,20260412.0,2026041217.0,59.4,4,4
A,Task 3,dad2e445-bc78-418e-8e87-8a74472ff0c0,20260412.0,2026041217.0,18.73,4,4
A,Task 4,dad2e445-bc78-418e-8e87-8a74472ff0c0,20260414.0,2026041414.0,63.33,4,4
A,Task 1,dd2bac66-02f6-4003-bd0e-c259612b3747,20260413.0,2026041311.0,11.33,2,2
A,Task 2,dd2bac66-02f6-4003-bd0e-c259612b3747,20260413.0,2026041311.0,41.81,2,2
B,Task 1,deb2065d-5cbf-4b9d-bc19-e86b69867751,20260412.0,2026041222.0,15.8,1,4
B,Task 7,e051f43e-bc41-493d-ba40-0813d6d200e0,20260414.0,2026041408.0,19.52,9,3
B,Task 2,e051f43e-bc41-493d-ba40-0813d6d200e0,20260414.0,2026041409.0,27.7,9,3
B,Task 8,e051f43e-bc41-493d-ba40-0813d6d200e0,20260414.0,2026041410.0,32.64,9,3
B,Task 3,e051f43e-bc41-493d-ba40-0813d6d200e0,20260414.0,2026041411.0,23.27,9,3
B,Task 4,e051f43e-bc41-493d-ba40-0813d6d200e0,20260414.0,2026041412.0,29.16,9,3
B,Task 1,e051f43e-bc41-493d-ba40-0813d6d200e0,20260414.0,2026041417.0,37.98,9,3
B,Task 5,e051f43e-bc41-493d-ba40-0813d6d200e0,20260414.0,2026041419.0,32.05,9,3
B,Task 9,e051f43e-bc41-493d-ba40-0813d6d200e0,20260415.0,2026041519.0,62.36,9,3
B,Task 6,e051f43e-bc41-493d-ba40-0813d6d200e0,20260416.0,2026041620.0,58.72,9,3
B,Task 2,ea371272-0696-414c-a6a7-c67f6be5a35b,20260413.0,2026041315.0,81.59,7,4
B,Task 6,ea371272-0696-414c-a6a7-c67f6be5a35b,20260413.0,2026041315.0,14.71,7,4
B,Task 7,ea371272-0696-414c-a6a7-c67f6be5a35b,20260413.0,2026041315.0,75.19,7,4
B,Task 1,ea371272-0696-414c-a6a7-c67f6be5a35b,20260413.0,2026041320.0,7.81,7,4
B,Task 5,ea371272-0696-414c-a6a7-c67f6be5a35b,20260413.0,2026041322.0,14.61,7,4
B,Task 3,ea371272-0696-414c-a6a7-c67f6be5a35b,20260414.0,2026041421.0,14.87,7,4
B,Task 4,ea371272-0696-414c-a6a7-c67f6be5a35b,20260415.0,2026041513.0,93.97,7,4
A,Task 4,efdfc207-8b99-4e43-956f-9953262fb4c9,20260414.0,2026041413.0,13.83,8,5
A,Task 7,efdfc207-8b99-4e43-956f-9953262fb4c9,20260414.0,2026041413.0,12.18,8,5
A,Task 1,efdfc207-8b99-4e43-956f-9953262fb4c9,20260414.0,2026041414.0,56.15,8,5
A,Task 8,efdfc207-8b99-4e43-956f-9953262fb4c9,20260414.0,2026041416.0,161.95,8,5
A,Task 6,efdfc207-8b99-4e43-956f-9953262fb4c9,20260414.0,2026041419.0,572.01,8,5
A,Task 3,efdfc207-8b99-4e43-956f-9953262fb4c9,20260414.0,2026041421.0,12.98,8,5
A,Task 5,efdfc207-8b99-4e43-956f-9953262fb4c9,20260415.0,2026041517.0,33.96,8,5
A,Task 2,efdfc207-8b99-4e43-956f-9953262fb4c9,20260416.0,2026041612.0,19.54,8,5
B,Task 1,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041009.0,41.41,11,2
B,Task 9,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041009.0,15.36,11,2
B,Task 8,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041010.0,34.75,11,2
B,Task 4,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041011.0,123.95,11,2
B,Task 2,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041014.0,25.4,11,2
B,Task 11,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041016.0,54.94,11,2
B,Task 3,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041019.0,5.01,11,2
B,Task 10,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041019.0,18.07,11,2
B,Task 6,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041021.0,5.01,11,2
B,Task 7,f12c820d-969f-4ce6-a481-57a98416fa48,20260410.0,2026041022.0,17.99,11,2
B,Task 5,f12c820d-969f-4ce6-a481-57a98416fa48,20260411.0,2026041114.0,28.01,11,2
A,Task 1,f32b1aa2-34ed-4bbe-b315-107a7d7247af,20260411.0,2026041101.0,70.52,8,3
A,Task 2,f32b1aa2-34ed-4bbe-b315-107a7d7247af,20260411.0,2026041101.0,74.53,8,3
A,Task 3,f32b1aa2-34ed-4bbe-b315-107a7d7247af,20260411.0,2026041101.0,15.17,8,3
A,Task 4,f32b1aa2-34ed-4bbe-b315-107a7d7247af,20260411.0,2026041101.0,209.16,8,3
A,Task 5,f32b1aa2-34ed-4bbe-b315-107a7d7247af,20260411.0,2026041101.0,76.98,8,3
A,Task 6,f32b1aa2-34ed-4bbe-b315-107a7d7247af,20260411.0,2026041101.0,5.96,8,3
A,Task 7,f32b1aa2-34ed-4bbe-b315-107a7d7247af,20260411.0,2026041101.0,17.74,8,3
A,Task 8,f32b1aa2-34ed-4bbe-b315-107a7d7247af,20260411.0,2026041101.0,195.1,8,3
B,Task 1,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041314.0,133.23,11,4
B,Task 2,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,206.2,11,4
B,Task 3,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,22.3,11,4
B,Task 4,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,185.07,11,4
B,Task 5,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,165.11,11,4
B,Task 6,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,755.27,11,4
B,Task 7,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,68.05,11,4
B,Task 8,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,12.66,11,4
B,Task 9,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,79.7,11,4
B,Task 10,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,61.41,11,4
B,Task 11,f3e0fb95-e117-4c54-8f7d-7b853902fa0e,20260413.0,2026041315.0,213.64,11,4
A,Task 1,f55491b9-a554-404f-8330-37a52f518b12,20260410.0,2026041017.0,103.9,1,5
B,Task 7,f564ecb0-06ed-4940-a33c-eb02afd35956,20260414.0,2026041408.0,22.68,10,2
B,Task 10,f564ecb0-06ed-4940-a33c-eb02afd35956,20260414.0,2026041409.0,18.61,10,2
B,Task 8,f564ecb0-06ed-4940-a33c-eb02afd35956,20260414.0,2026041412.0,12.72,10,2
B,Task 6,f564ecb0-06ed-4940-a33c-eb02afd35956,20260414.0,2026041414.0,289.69,10,2
B,Task 5,f564ecb0-06ed-4940-a33c-eb02afd35956,20260414.0,2026041417.0,42.25,10,2
B,Task 4,f564ecb0-06ed-4940-a33c-eb02afd35956,20260414.0,2026041418.0,201.06,10,2
B,Task 1,f564ecb0-06ed-4940-a33c-eb02afd35956,20260414.0,2026041420.0,16.71,10,2
B,Task 2,f564ecb0-06ed-4940-a33c-eb02afd35956,20260414.0,2026041420.0,86.83,10,2
B,Task 9,f564ecb0-06ed-4940-a33c-eb02afd35956,20260415.0,2026041517.0,75.82,10,2
B,Task 3,f564ecb0-06ed-4940-a33c-eb02afd35956,20260416.0,2026041608.0,30.87,10,2
